movieId,reviewCount,positiveReviewCount,negativeReviewCount,positiveReviewRatio,negativeReviewRatio,meanSentimentScore,medianSentimentScore,sentimentReliability,adjustedSentimentScore,sentimentStd,meanPositiveProb,meanNegativeProb,meanSentimentConfidence
29,2,2,0,1.0,0.0,0.8001719358882814,0.8001719358882814,0.2857142857142857,0.22862055311093754,0.20440238691773308,0.9000859480276753,0.09991401213939385,0.9000859480276753
31,2,2,0,1.0,0.0,0.9938082408351487,0.9938082408351487,0.2857142857142857,0.28394521166718534,0.0003502152886184994,0.996904085326946,0.0030958444917973003,0.996904085326946
32,4,2,2,0.5,0.5,0.059339169741037284,0.0963077213162446,0.4444444444444444,0.026372964329349904,1.0823645641156532,0.5296695967651603,0.4703304270241231,0.9678493606640165
34,3,2,1,0.6666666666666666,0.3333333333333333,0.33163573852167,0.9953825030091632,0.375,0.12436340194562626,1.151965580220973,0.6658178757519483,0.3341821372302782,0.9986640879698259
36,3,3,0,1.0,0.0,0.9973539623436548,0.9981579569018918,0.375,0.37400773587887054,0.002646625844251442,0.9986769953447218,0.0013230330010669438,0.9986769953447218
39,4,3,1,0.75,0.25,0.49431730926599915,0.8664457557722489,0.4444444444444444,0.2196965818959996,0.8388265354640687,0.7471586366698174,0.2528413274038182,0.9359748952749147
41,1,0,1,0.0,1.0,-0.7481466927363173,-0.7481466927363173,0.16666666666666666,-0.12469111545605288,0.0,0.12592668196323745,0.8740733746995547,0.8740733746995547
42,3,1,2,0.3333333333333333,0.6666666666666666,-0.33313440017975515,-0.9829761847853661,0.375,-0.12492540006740818,1.1354651761406138,0.33343279307386114,0.6665671932536162,0.992557615124626
43,1,0,1,0.0,1.0,-0.9890518113299533,-0.9890518113299533,0.16666666666666666,-0.16484196855499222,0.0,0.0054741324605168526,0.9945259437904702,0.9945259437904702
44,4,2,2,0.5,0.5,0.00019314311418877628,0.0005114844391320705,0.4444444444444444,8.584138408390057e-05,1.1533457543913999,0.5000965765946971,0.49990343348050825,0.9994133096446814
45,3,1,2,0.3333333333333333,0.6666666666666666,-0.08820525691024123,-0.33427361045818466,0.375,-0.03307697134134046,0.9872633178506015,0.4558973916608307,0.5441026485710719,0.8770422734338652
47,7,6,1,0.8571428571428571,0.14285714285714285,0.6730981001443451,0.9913763083247069,0.5833333333333334,0.3926405584175347,0.7400198529835539,0.8365490587744835,0.16345095863013823,0.9788355004312052
